customer_id,tenure,monthly_charges,total_charges,support_calls,usage_frequency,churn
CUST-0033,21,62.52135044692334,1360.7703768027714,1,0.5119386306819278,0
CUST-0034,39,22.24693083201174,836.3908251017551,1,0.5270076245815337,0
CUST-0035,18,46.867735938494604,885.0117516910237,3,0.5615945077121942,0
CUST-0036,4,74.16342146608669,296.30154591811,1,0.17081370630621073,0
CUST-0037,60,83.34782198261473,5066.489750044016,5,0.19769030311448754,1
CUST-0038,14,45.78876854332023,696.8378622747514,2,0.3188173228730047,0
CUST-0039,9,33.93560740728241,272.9571877617455,3,0.5934964158218514,0
CUST-0040,53,103.4930236799299,5532.521545178146,0,0.21011777594021452,0
CUST-0041,2,118.44021807035521,270.98215864290677,3,0.11633172713326123,0
CUST-0042,60,72.56901823026858,4215.462950670443,0,0.9701168864184322,0
CUST-0043,71,37.16792858483035,2678.969761504428,4,0.021981814809622913,1
CUST-0044,44,47.2307326519369,2056.5624472532136,1,0.8026974053360216,0
CUST-0045,8,21.839067654746675,130.41041852138972,2,0.7880351495750221,0
CUST-0046,47,111.4298806560499,5195.041360619659,3,0.297214113845096,0
CUST-0047,35,31.775108289014113,1105.3666453338924,1,0.1356266160073134,0
CUST-0048,36,77.65164755142536,2819.462290855647,0,0.14562864670542341,0
CUST-0049,50,47.4055220687206,2302.003002326421,2,0.6974316172371925,0
CUST-0050,4,75.41780025157934,311.16359281694054,2,0.6428065910861737,0
CUST-0051,2,85.14203883518643,199.12198098002645,2,0.7827456742513867,0
CUST-0052,6,102.97418037072016,710.9353714078026,0,0.9374811723991047,0
CUST-0053,54,40.64212717606032,2140.8403590460007,3,0.691927363266592,0
CUST-0054,4,21.09958286584805,66.917722124502,5,0.15585153655144346,0
CUST-0055,54,33.68856300688073,1832.2655510063832,1,0.24344261676541068,0
CUST-0056,63,110.00186418481051,6987.487910152643,2,0.8421937308731146,0
CUST-0057,18,107.38900775625153,1917.7909455539368,2,0.20930607583420857,0
CUST-0058,44,79.74131021703083,3568.549718148909,6,0.07252231695448141,0
CUST-0059,34,80.05168604336534,2624.889209650599,1,0.7032800540422505,0
CUST-0060,62,86.50366745462554,5300.559972530689,2,0.40252635549014204,0
CUST-0061,14,37.53712786234496,542.9520072895405,1,0.9200400525459036,0
CUST-0062,48,111.44119459249598,5278.6361155354125,1,0.6502550710936615,0
CUST-0063,15,61.87705248920731,869.4322609997737,2,0.09041897779166075,0
CUST-0064,62,58.31385282494975,3589.0700319345874,0,0.9478565672536607,0
CUST-0065,40,71.89177052828376,2914.2427707271413,4,0.2585572636402459,1
CUST-0066,53,24.696596677505504,1214.1213818424271,2,0.33721249040628576,0
CUST-0067,24,36.62833687560794,887.5950031227103,3,0.40226041368354204,0
CUST-0068,26,93.80336164263704,2490.535600066203,1,0.05122429640431325,0
CUST-0069,60,28.279866792512646,1687.044747129311,1,0.49651542223060485,0
CUST-0070,41,80.31521094663881,3274.4821373325644,3,0.12331849107529225,1
CUST-0071,29,44.534910968132095,1311.6009822037595,2,0.40097032668835175,0
CUST-0072,15,58.929561404197656,874.3378684268928,2,0.3507097879920843,0
CUST-0073,45,48.86937367706999,2268.646804530187,0,0.7728400834265033,0
CUST-0074,65,55.567271646494916,3556.302006415448,1,0.8031705116327311,0
CUST-0075,71,91.90459051842456,6522.643719049889,2,0.153412882389088,0
CUST-0076,9,49.7121715623175,457.6938628088917,0,0.3665511873792262,0
CUST-0077,1,76.64046402968972,57.71776143736675,4,0.3733531610318317,0
CUST-0078,8,67.60504021990997,397.27618861140667,5,0.15141044393608505,0
CUST-0079,63,86.36711653626482,5433.083096382224,0,0.7984535050511905,0
CUST-0080,11,113.6829739324758,1295.521562602857,0,0.7072283283354233,0
CUST-0081,8,93.25720972102503,784.9631370745011,6,0.19038178629703473,1
CUST-0082,35,41.494037859075675,1470.0302491761586,0,0.36672190859379905,0
CUST-0083,35,23.118313506128466,754.2478547970352,1,0.10580502485651422,0
CUST-0084,33,46.22640442998251,1545.236819312347,0,0.6282065970930439,0
CUST-0085,5,79.50779307002549,368.86707427301553,3,0.12137192454861967,0
CUST-0086,41,25.142581348425033,1048.5199805828597,2,0.9859341686249178,0
CUST-0087,28,69.63662472012363,1955.9007427335475,3,0.7806820746878623,0
CUST-0088,7,79.68428489168892,508.97123067765386,5,0.39023854958399506,1
CUST-0089,12,53.424389081696084,596.4698770125078,5,0.5785639322793544,1
CUST-0090,34,97.09122037458219,3318.8526154568704,2,0.9113418162164088,0
CUST-0091,33,30.65982531337718,1000.7185805770218,3,0.5540992803958261,1
CUST-0092,48,27.513778173580874,1278.6472807990256,6,0.17449848639795518,0
CUST-0093,23,92.81887562036033,2088.692629781946,3,0.3787033555811593,0
CUST-0094,62,69.54913162061985,4296.85461807912,2,0.8431448650297454,0
CUST-0095,37,88.84023964277361,3365.494106518534,3,0.6442130159896179,0
CUST-0096,44,63.48273386037462,2766.936388245885,1,0.6507243843338003,0
CUST-0097,35,44.64020332391068,1561.7061394239945,1,0.8668214856884892,0
CUST-0098,65,101.91023176741997,6629.247279266773,4,0.8939730574625047,0
CUST-0099,47,99.94158789689793,4640.703311579606,0,0.9197925717794363,0
CUST-0100,3,89.46964708544267,180.26731706419326,6,0.0948491932531561,0
CUST-0101,1,47.21451372299627,-4.117523013790276,2,0.5441260019631009,0
CUST-0102,5,79.0230666869087,407.46920232485866,3,0.7405095212183186,0
CUST-0103,14,56.09738969400268,789.730008611808,2,0.7569268451270138,0
CUST-0104,27,29.158207332663416,822.3919264394655,0,0.6067162019700039,0
CUST-0105,9,111.73135754622427,1010.4197126639742,1,0.16678733518367417,0
CUST-0106,15,33.68186309189614,499.7504818049819,4,0.7974205539416643,0
CUST-0107,42,115.02373538208025,4800.796272301113,3,0.7201113335149457,0
CUST-0108,51,64.60057729579557,3338.859781578709,3,0.08613577154903629,0
CUST-0109,63,38.513292883861965,2380.378444747268,5,0.46380982467437626,0
CUST-0110,52,74.1900947378358,3802.364950502661,1,0.17397739952180358,0
CUST-0111,4,107.29458358764083,457.53111021996847,4,0.3374770457129719,1
CUST-0112,23,93.22248864095612,2077.459373209308,1,0.018081092205685434,0
CUST-0113,15,100.65611478614497,1630.581271725106,1,0.40032986841075824,0
CUST-0114,43,85.87833667107174,3696.768145884042,1,0.5498769211562105,0
CUST-0115,29,89.22765645178525,2604.9973429180163,0,0.6195825928270868,0
CUST-0116,36,104.91956515653193,3736.68335440898,1,0.6634903451287101,0
CUST-0117,13,44.966800885918595,568.8051693048644,4,0.83629131310246,0
CUST-0118,32,68.94249636431405,2184.822027813932,2,0.21546290727573003,0
CUST-0119,71,42.120944181960226,2963.495287535744,1,0.12048182243846794,0
CUST-0120,59,118.7668007996647,7038.889334755709,1,0.8515371718979257,0
CUST-0121,28,114.40593396866133,3180.8873492112534,1,0.1566128148926499,0
CUST-0122,66,23.942681136850588,1631.092016486348,2,0.9747600813361953,1
CUST-0123,42,90.55751725156884,3936.5748420718824,2,0.842538229398637,0
CUST-0124,45,112.52483174156659,5048.84036636317,0,0.5008766058895991,0
CUST-0125,62,38.057534512733355,2367.182915468299,2,0.9814214249220252,0
CUST-0126,57,76.79452305526294,4396.2619170082635,1,0.09737672910800421,0
CUST-0127,6,111.54882975880419,759.868219182501,2,0.30306576117510164,0
CUST-0128,28,23.394597858579885,650.9163507883273,2,0.6382244150406114,0
CUST-0129,28,89.742026724684,2471.3259023082337,0,0.35000686847317874,0
CUST-0130,44,49.734900737255074,2125.0186071579383,2,0.9283725519807918,0
CUST-0131,30,112.43961953765304,3370.28938875798,0,0.06562608817781757,0
CUST-0132,62,117.10582451653677,7238.142109072585,3,0.5494118320609646,1
CUST-0133,62,114.42664891134339,7194.95269696829,4,0.5908662673951145,0
CUST-0134,1,67.42142166574638,155.91454269959468,4,0.6527281237772241,0
CUST-0135,27,106.20426509893134,2815.7965162749665,3,0.25566622333181444,1
CUST-0136,62,104.45493985350704,6440.668265739978,3,0.36456642751986446,1
CUST-0137,3,51.91004732432556,159.418647367321,2,0.8436805296649776,0
CUST-0138,70,102.89154741506773,7272.26964018268,0,0.19494276897015983,0
CUST-0139,27,23.700763471549262,642.7712705503826,2,0.826867847173362,0
CUST-0140,9,79.6269878482053,684.2808587344455,3,0.5626554229027424,1
CUST-0141,62,43.000883728770305,2663.1107006886227,1,0.7621875111940821,0
CUST-0142,37,32.05668857772788,1154.6732341811294,2,0.7136073662634715,0
CUST-0143,51,27.695320162920915,1442.5851887809406,1,0.207511495384879,0
CUST-0144,44,89.62887758781397,3908.2189282805793,1,0.5688127364338729,0
CUST-0145,24,53.98749637680661,1270.1781104220104,2,0.8677231528050924,0
CUST-0146,59,92.47667715287615,5514.220642692498,3,0.43211623680192934,0
CUST-0147,32,26.535634079894237,810.722043190912,2,0.9665907702233167,0
CUST-0148,52,51.52903378306104,2607.203355091166,0,0.45221510010171806,0
CUST-0149,62,73.94912923753373,4589.595700294906,3,0.14278563666788469,0
CUST-0150,58,99.07231648389636,5728.170685855758,2,0.38943468007767323,1
CUST-0151,52,51.87525029320699,2723.0837902932612,2,0.9517024063905372,0
CUST-0152,12,82.58913764370091,1006.9432484609655,0,0.31972084933985423,0
CUST-0153,39,108.5977748236187,4233.7172933889615,4,0.8680981598670628,0
CUST-0154,2,81.58631881823047,160.12046636296114,2,0.8812506816818898,0
CUST-0155,3,43.29594747536338,93.09491995994837,2,0.35018652433196107,0
CUST-0156,56,22.4400781556538,1260.811730266275,1,0.08325765805063212,0
CUST-0157,59,107.00988739009298,6357.6475950871245,2,0.7245579091588182,0
CUST-0158,2,22.126941085038712,-4.418454899896382,2,0.311512299013986,0
CUST-0159,2,107.47016726841994,214.67046571876315,2,0.7829236142575724,0
CUST-0160,54,72.8937134027212,3988.179961533676,4,0.4426548482604331,0
CUST-0161,1,113.90676985128962,139.1779745121246,0,0.48526674234262157,0
CUST-0162,19,99.87832357736654,1963.1617927875,1,0.7779094067485368,0
CUST-0163,2,119.79341105333374,211.17970561495076,4,0.3823633310616279,1
CUST-0164,53,55.071181545171015,2827.2341994743206,0,0.44312734532291453,0
CUST-0165,44,96.71882889311269,4265.661061494742,0,0.37619046876962214,0
CUST-0166,32,60.193091360924214,1944.307464300899,3,0.36734051527727996,0
CUST-0167,70,67.98756203039088,4827.550439850995,0,0.5259465769014594,0
CUST-0168,32,82.750546321837,2707.4247690341335,1,0.8087994445011507,0
CUST-0169,68,107.36771141863387,7327.841557617727,0,0.36176831192256587,0
CUST-0170,55,118.40834691992951,6550.728591304645,1,0.5242547205377367,0
CUST-0171,56,96.82734138645182,5412.74004473097,2,0.6707273254426008,0
CUST-0172,17,61.77667821673337,989.2477991185066,2,0.269439446303655,0
CUST-0173,38,62.13570022770702,2367.0426695219126,1,0.27752280490239256,1
CUST-0174,24,93.75823015888915,2299.3261969947284,2,0.9334131270234548,0
CUST-0175,69,43.87771457683023,3060.380349292713,3,0.7235345733310886,0
CUST-0176,70,31.047411313139467,2215.009158877731,0,0.5771866762233089,0
CUST-0177,11,55.462215764077655,588.6965890525166,3,0.647720054420612,0
CUST-0178,16,48.72389916540817,766.3050447456095,1,0.029299443103418366,0
CUST-0179,59,49.63081204559901,2952.3891850960713,4,0.6181029655616969,0
CUST-0180,70,43.36077510499099,3007.9288876239316,5,0.5095088732242019,0
CUST-0181,3,24.20931896363619,46.84210339425845,1,0.5457496797794357,0
CUST-0182,20,21.787393473341382,450.64698128570024,1,0.3594238268308171,0
CUST-0183,59,118.77223897360315,7045.607336600432,4,0.08147389771294189,1
CUST-0184,36,62.77731337358623,2250.006847782634,1,0.19333923361205219,0
CUST-0185,19,58.432664715968166,1052.0611565507131,1,0.9507447132126717,0
CUST-0186,67,87.96472826930699,5856.846598291427,3,0.40869956227093396,0
CUST-0187,19,41.825388786506416,804.8659911882768,2,0.46668315583086417,0
CUST-0188,20,114.99611839502253,2309.4984160937493,0,0.05270978985343899,0
CUST-0189,71,98.6345014415552,7015.111509233187,1,0.03756622954398059,0
CUST-0190,52,28.941100231225953,1531.0019765535374,2,0.7171814470467577,0
CUST-0191,33,61.75807757849284,2038.3070880173861,1,0.5380946641211113,0
CUST-0192,40,107.91183075621647,4329.726032490675,4,0.5087059842162667,0
CUST-0193,39,114.47320222914102,4462.203545795057,3,0.24312453042266868,0
CUST-0194,1,66.74015112498697,124.17682527145891,0,0.7447507316299222,0
CUST-0195,11,81.34113892107078,966.3696296926537,2,0.16823657910849188,1
CUST-0196,57,36.70339460920752,2032.642928605827,4,0.18993474366102003,0
CUST-0197,50,119.11686261369765,5943.0805335797695,2,0.46071217134827547,0
CUST-0198,23,43.16717013834434,994.4811377589551,1,0.2862798621119409,0
CUST-0199,31,114.27317741351257,3529.1227642181734,2,0.24746298123314636,0
CUST-0200,42,84.96466489923685,3658.1620553344915,2,0.6452376445533317,0
CUST-0201,7,80.77367948788591,576.6135203196881,2,0.6509717452185445,0
CUST-0202,16,71.26885110165085,1100.0330262738964,1,0.8245170697999292,0
CUST-0203,60,43.066981171775865,2613.8409872845855,0,0.41770856697297587,0
CUST-0204,2,37.65280320055083,88.8543333434113,3,0.07308509102615024,1
CUST-0205,1,42.048620907017536,57.25826688468862,6,0.2736663849214577,1
CUST-0206,48,38.64382621442545,1945.2974662323813,1,0.9800054631968169,0
CUST-0207,12,97.95844735667534,1193.0406270678445,2,0.5962585752327021,0
CUST-0208,69,55.01252591667301,3780.681212056738,2,0.7097370848010203,0
CUST-0209,37,25.784267656339637,856.2540819690614,2,0.007357829625414536,0
CUST-0210,32,116.91026301408114,3732.858465543421,2,0.5182057321825209,1
CUST-0211,9,108.37858849634257,1040.7057923334426,2,0.03752865753180312,0
CUST-0212,19,112.77522831952129,2138.170882093095,1,0.569230212091448,0
CUST-0213,48,119.49078226464353,5623.555053776914,4,0.9207708496360754,0
CUST-0214,3,37.389524921948734,87.25045515622388,3,0.9684191305004078,0
CUST-0215,20,59.62420189026587,1242.1184647509572,0,0.5405526753889242,0
CUST-0216,24,95.82384757040913,2327.0632004179197,2,0.45820480525221596,0
CUST-0217,54,89.60206180537922,4796.517292664941,2,0.945017094248494,0
CUST-0218,33,35.389590633985506,1139.5922521015677,3,0.6736098319966951,0
CUST-0219,24,101.58331249906178,2417.4640670223616,1,0.06489927953840946,0
CUST-0220,36,42.44405718366607,1494.8503700188319,2,0.46572557766749756,0
CUST-0221,38,42.381761482262306,1509.0232429389885,0,0.2402450184643039,0
CUST-0222,25,73.69744228934135,1880.6156122645266,3,0.46980432144868156,0
CUST-0223,18,79.29399348417031,1490.1448805495204,3,0.45546557200636173,0
CUST-0224,66,78.00862078378111,5072.646524531317,2,0.582144802814742,0
CUST-0225,54,29.148683739775485,1636.2215685771919,0,0.35677049034925123,0
CUST-0226,35,107.74608626303804,3765.9618591364706,3,0.16427044945592806,0
CUST-0227,61,46.560004258870606,2901.4168771995005,2,0.5037194345899563,0
CUST-0228,41,32.95149212828042,1352.9086990740198,4,0.8302028843457621,0
CUST-0229,33,108.87480798689772,3599.6458931755565,1,0.6640122280676023,0
CUST-0230,68,115.56514982297534,7877.0519203114345,3,0.33836786592521584,0
CUST-0231,33,106.21276172654507,3465.5178207192234,2,0.9355230227588572,0
CUST-0232,14,100.95160747248781,1473.0562118312305,4,0.9122075712491822,0
CUST-0233,21,85.52419806390218,1739.9391274382065,0,0.20934839938409877,0
CUST-0234,48,75.08573706091393,3584.0120416980353,2,0.039417585120362975,1
CUST-0235,20,28.698675991141016,600.1867537049787,1,0.7413087083507622,0
CUST-0236,8,60.845321307069874,461.3028084322858,1,0.8276102613491533,0
CUST-0237,7,57.2688517012314,439.75852394936703,1,0.9678645659513553,0
CUST-0238,67,45.97537837603262,3149.1436598533837,0,0.8898363940883107,0
CUST-0239,17,92.3420113688585,1620.4414933232863,1,0.6005347682064148,0
CUST-0240,33,69.58757350787708,2199.5841600760127,2,0.5300523392123808,0
CUST-0241,48,28.104621590764793,1355.3141848376779,3,0.02784105126258629,0
CUST-0242,59,42.01832019498113,2530.5150220387063,5,0.24665644684477783,0
CUST-0243,22,88.32587636595959,1877.3318377100081,3,0.45961475173292643,0
CUST-0244,30,27.61308594903002,864.5731078323444,2,0.6285039000835678,0
CUST-0245,38,105.12069140487687,4027.9593124672865,4,0.5572518333184107,1
CUST-0246,51,69.51465270139744,3484.642793174356,3,0.7426359896816905,0
CUST-0247,54,68.0586577326648,3716.8791508509075,2,0.27976693088704085,0
CUST-0248,8,79.24077846595176,647.5611174041109,1,0.5649526076524732,0
CUST-0249,27,102.46809659251491,2799.157697433966,1,0.08814224339079213,0
CUST-0250,27,54.780920790219305,1430.7692420476646,4,0.41366552358320696,1
CUST-0251,21,87.80161525590636,1851.3407261926027,5,0.750160832954601,0
CUST-0252,30,76.5731963995791,2211.9519642807572,1,0.693400853429044,0
CUST-0253,28,46.70282701694213,1193.829596097727,3,0.990642737172179,0
CUST-0254,64,107.8629986355158,6910.273333999398,2,0.277891125987756,1
CUST-0255,69,99.74260216069281,6937.26942942587,1,0.49818929917397914,0
CUST-0256,61,85.84518346584255,5249.20303212965,2,0.3295304137739967,0
CUST-0257,48,105.05817290942419,5039.619996455154,1,0.44060311405917474,0
CUST-0258,19,106.72942009598023,2018.4822758208807,2,0.8569501298693881,0
CUST-0259,4,90.83629767150347,316.2169211138606,1,0.6842090751884866,0
CUST-0260,35,103.7013328363672,3618.4536040830867,0,0.8824411913475817,0
CUST-0261,64,89.74714616692836,5764.901578096637,2,0.20351110833188646,0
CUST-0262,49,88.01407717603004,4290.928669985441,1,0.873361117841438,0
CUST-0263,17,81.86113782151844,1429.1686856576023,2,0.05976227417838442,0
CUST-0264,44,95.27166395576413,4201.751965746851,3,0.8885992804371524,0
CUST-0265,30,35.86051052930737,1091.6642867678913,0,0.3290737794607279,0
CUST-0266,46,108.08707591989284,5016.438629992619,0,0.3145876334140665,0
CUST-0267,6,107.1843527745232,616.7683450143898,2,0.5120885766986639,0
CUST-0268,37,22.924728303455915,881.1839765372164,1,0.9406901877232318,0
CUST-0269,24,102.58167505647627,2442.636365492832,2,0.04778136468140537,0
CUST-0270,46,32.88698674734452,1529.77711456879,3,0.3522309750707453,0
CUST-0271,53,53.51188542591419,2803.8413600416234,2,0.8565719886833357,0
CUST-0272,60,94.35082562916078,5615.51434659641,3,0.39605447743546673,0
CUST-0273,63,36.07598960483082,2277.3805823867665,3,0.199156897597067,0
CUST-0274,32,101.79670241190622,3163.2344745799433,3,0.4247941813314118,0
CUST-0275,33,103.21341779577419,3391.2294150851044,2,0.3855525014916693,0
CUST-0276,67,70.74677337608362,4659.714965917144,0,0.9154162014667034,0
CUST-0277,18,20.63858717168336,410.45627080598086,2,0.7619343757430971,0
CUST-0278,25,48.70381331749128,1270.100862742728,2,0.5051155557440064,0
CUST-0279,54,81.69269183757422,4368.207798157967,2,0.9883705667215711,0
CUST-0280,58,118.11861780274235,6872.295480682731,3,0.4652775312759233,0
CUST-0281,67,83.18135270166684,5618.1074166960525,1,0.05823783082027523,0
CUST-0282,46,45.98035810641598,2160.219934020224,2,0.2622743218149849,0
CUST-0283,24,83.40057030996113,2012.336229137649,0,0.4360704802193126,0
CUST-0284,32,73.99853797158555,2404.6684488688124,0,0.1569026241461201,0
CUST-0285,47,97.98453951511436,4572.8067916143555,2,0.947565126324043,0
CUST-0286,23,30.69806388269584,710.2115925848383,3,0.7668488978177731,0
CUST-0287,66,96.1027902502028,6319.428986173846,1,0.26828720042777265,0
CUST-0288,27,74.12665786761103,1964.7303637362295,1,0.5908045335179158,0
CUST-0289,2,116.29920038589947,234.4015703452803,4,0.721449157109572,0
CUST-0290,17,54.187216603868606,938.55920107367,1,0.941278928906798,0
CUST-0291,33,83.26218931339481,2805.827685739778,2,0.8816353491754106,0
CUST-0292,9,113.20281055100175,1032.0830713239602,0,0.5151922261382137,0
CUST-0293,43,30.250972799067924,1332.8883571079984,4,0.7746526197930176,1
CUST-0294,48,113.72284872364511,5491.360897397442,3,0.562144753827585,0
CUST-0295,39,88.78857223008133,3597.1310352580194,2,0.5527038900455401,0
CUST-0296,42,26.78370591051719,1034.414028078093,2,0.1147419583381919,0
CUST-0297,26,50.096356694681624,1268.1085807198633,3,0.12613765801615207,1
CUST-0298,50,90.81720886452815,4614.563245850812,3,0.5295336150224574,0
CUST-0299,25,26.73506014687717,650.7758499292556,1,0.2688615449790066,0
CUST-0300,24,78.21704601762733,1921.4992613031418,3,0.02103690246046863,1
CUST-0301,13,54.588305695295674,721.1484502269857,3,0.7228392039002123,0
CUST-0302,60,82.0915517767477,5030.753226665262,0,0.03248659669016496,0
CUST-0303,7,24.574203381251287,116.3667023155734,4,0.5952768411040545,0
CUST-0304,57,107.15368061523763,6168.849822694486,4,0.5391937941273144,0
CUST-0305,36,117.3488969177397,4312.039354302254,2,0.9688146905778044,0
CUST-0306,45,116.88778552856915,5209.229404927212,2,0.48421313934764165,0
CUST-0307,20,94.96518317429248,1938.4471756649168,2,0.06360143637779736,0
CUST-0308,65,33.0086240130632,2097.285661557655,0,0.5516879678064617,0
CUST-0309,8,95.82631959290225,768.1186353699743,2,0.8410961706161014,0
CUST-0310,16,22.45869164588015,346.50966982497374,2,0.9968492842814399,0
CUST-0311,14,22.212355152899725,190.8352753956118,3,0.4303431736890725,0
CUST-0312,15,52.36102191495412,806.6270417099067,0,0.3202987424967425,0
CUST-0313,66,68.86431904046657,4552.212015051105,1,0.9066532969519989,0
CUST-0314,32,97.04074178077931,3179.257685655226,3,0.19124212907612137,0
CUST-0315,63,88.32953766065052,5595.31805535346,3,0.6154289150329266,0
CUST-0316,51,64.59027063767483,3408.6479987253547,4,0.4057144241809477,0
CUST-0317,25,47.362666628166586,1189.4187848081003,0,0.041082364955555284,0
CUST-0318,58,119.71245001577111,6938.045598314609,3,0.34728847430569776,0
CUST-0319,63,62.6181302235973,3935.724371550775,1,0.2652285225026746,0
CUST-0320,62,65.13870243296755,4016.620115292399,2,0.6860911539434869,0
CUST-0321,22,36.36238211916692,689.5848608025437,5,0.9487904976919181,0
CUST-0322,58,99.48095487499293,5758.885651399192,0,0.26804718737863775,0
CUST-0323,58,89.36822257814886,5079.964173210834,1,0.8114659391516817,0
CUST-0324,49,42.07696127887604,2084.3727698942143,3,0.05535981693840952,0
CUST-0325,52,28.23810456158427,1406.3784225788527,3,0.5381210100398132,0
CUST-0326,42,88.0499302074713,3653.3804375593736,1,0.07055006370989458,0
CUST-0327,70,85.45112142811352,5948.107990226319,0,0.9340329911306393,0
CUST-0328,15,47.32595269982093,699.6425386066517,3,0.7663512805573902,0
CUST-0329,54,115.08635622504103,6215.006648899167,3,0.6579499112045923,0
CUST-0330,60,35.10578917809002,2160.5713298390547,0,0.8238963816246643,0
CUST-0331,8,63.23348010426019,476.9913361587038,2,0.6475197955701631,0
CUST-0332,53,114.36159201675989,6085.171683699393,0,0.9689443971742911,0
CUST-0333,60,61.97273169261223,3854.9072632179123,4,0.7139579478647715,0
CUST-0334,5,83.85259476640856,438.1305089702043,0,0.9246586095822468,0
CUST-0335,68,59.75943979627943,4054.6174167004197,2,0.517131892010638,0
CUST-0336,6,47.421520234867,245.5715388127872,1,0.11706441298186265,1
CUST-0337,47,118.39776479598282,5554.978368140176,0,0.5281777214230171,0
CUST-0338,55,60.9334006315043,3307.0260175522662,1,0.1268728280630933,0
CUST-0339,40,109.40992036791344,4389.829886050727,2,0.592493479176405,0
CUST-0340,52,42.99546058910862,2240.9411575656177,5,0.48249306052766294,1
CUST-0341,16,41.31047040250833,552.8565653942436,1,0.6225753978327817,0
CUST-0342,13,23.113408288451136,299.5464074615614,3,0.010046981054831594,0
CUST-0343,30,85.1666825375885,2608.8077917596556,1,0.1948404916553641,0
CUST-0344,19,56.852634372376116,1060.2444604650086,5,0.4913304319121309,0
CUST-0345,17,106.4358249839637,1776.7641861068048,2,0.9505035615891348,0
CUST-0346,63,67.32099066915572,4172.337373500968,0,0.3836090403551584,0
CUST-0347,19,116.81934279147217,2126.6679109567513,1,0.42437202605363467,0
CUST-0348,58,38.55255157031212,2277.6154544312653,2,0.7146960890066222,0
CUST-0349,55,106.86231679556109,5868.353507276899,0,0.603792757286118,0
CUST-0350,62,97.65968527917417,6093.50156540897,1,0.29892615009833323,0
CUST-0351,23,97.0921844644052,2309.6864299102926,3,0.4108163955674278,0
CUST-0352,9,104.47832281168877,986.3672895507161,0,0.21769979885723245,0
CUST-0353,12,96.10239909429988,1126.1101730596588,0,0.9660214591302085,0
CUST-0354,1,82.62203216314154,89.8654153960193,2,0.13063438155735974,1
CUST-0355,58,33.12448776823876,1890.481647300002,2,0.37183678456641944,0
CUST-0356,1,23.25261794912519,-12.161805180957966,2,0.02583897222001119,0
CUST-0357,34,112.08478478156869,3828.0234406934665,4,0.2217794919335464,1
CUST-0358,48,81.6650314520738,3878.306815543634,3,0.7804711383801549,0
CUST-0359,1,99.65372909761763,-10.803851856817431,1,0.20117523228887946,0
CUST-0360,16,68.15223515125501,1046.0283676337115,3,0.0800634025289656,0
CUST-0361,61,31.730818896239448,1920.2358952362379,1,0.4744531798445233,0
CUST-0362,64,32.51857922025504,2157.258994987919,3,0.009969234734518495,1
